SEMEL_YISHUV,CITY_NAME,ROVA,TAT_ROVA,N_COMMUTERS,Private car - driver,Private car - passenger,Public bus,Light rail / metro,Employer transport,Israel Railways,Service taxi,Special taxi,Motorcycle / moped,Bicycle,Walking,Truck,Other vehicle
3000,"JERUSALEM",10,101,9646,49.539,3.908,26.967,0.0,1.348,0.0,0.11,0.677,1.779,1.203,13.605,0.0,0.863
3000,"JERUSALEM",10,102,751,61.898,1.337,15.317,0.0,2.006,0.0,0.0,0.899,0.0,2.707,15.167,0.0,0.669
3000,"JERUSALEM",10,103,3720,29.247,3.69,39.846,0.0,2.268,0.0,0.309,1.862,1.25,0.0,20.534,0.0,0.994
3000,"JERUSALEM",10,104,3790,68.033,5.45,17.16,0.0,1.517,0.181,0.0,0.33,0.856,0.315,4.908,0.0,1.248
3000,"JERUSALEM",11,111,683,59.479,7.055,14.768,0.0,6.013,0.0,0.0,0.0,0.0,1.252,10.705,0.0,0.729
3000,"JERUSALEM",11,112,4651,45.991,3.584,38.112,0.0,2.545,0.0,0.0,0.413,1.399,1.951,5.391,0.613,0.0
3000,"JERUSALEM",11,113,4979,43.879,2.749,40.039,0.0,3.524,0.101,0.0,0.5,2.543,0.468,4.726,0.0,1.471
3000,"JERUSALEM",11,114,7337,56.864,3.816,30.864,0.0,2.347,0.106,0.0,0.225,1.066,0.514,3.314,0.274,0.611
3000,"JERUSALEM",12,121,10179,39.595,3.44,37.282,0.0,4.363,0.047,0.082,0.72,1.574,1.51,11.141,0.096,0.15
3000,"JERUSALEM",12,122,5405,51.419,3.067,29.969,0.0,1.556,0.289,0.125,0.615,1.988,1.582,9.285,0.0,0.105
3000,"JERUSALEM",13,131,4422,51.844,4.603,20.008,0.0,0.398,0.24,0.204,1.529,1.871,1.791,16.846,0.0,0.667
3000,"JERUSALEM",13,132,1383,31.01,1.022,24.093,0.0,1.681,1.062,2.214,1.161,0.484,2.29,31.895,0.0,3.089
3000,"JERUSALEM",13,133,4033,50.89,2.494,19.675,0.0,1.241,0.276,0.373,0.492,1.904,1.758,19.611,0.0,1.286
3000,"JERUSALEM",13,134,5301,54.956,4.145,22.417,0.0,1.659,0.157,0.0,0.409,1.149,1.923,12.69,0.0,0.493
3000,"JERUSALEM",13,135,6563,55.213,2.699,31.996,0.0,2.815,0.213,0.463,0.628,1.503,0.643,2.927,0.0,0.9
4000,"HAIFA",1,11,1680,43.176,4.578,14.751,0.0,11.495,6.14,3.154,0.622,0.341,0.498,15.245,0.0,0.0
4000,"HAIFA",1,12,4026,39.526,3.55,32.778,0.0,12.345,2.977,0.851,0.697,0.0,1.042,6.235,0.0,0.0
4000,"HAIFA",1,13,8587,59.734,3.153,12.511,0.0,11.671,2.335,2.175,0.275,0.223,0.423,7.211,0.11,0.181
4000,"HAIFA",3,31,765,18.36,1.229,44.781,0.0,8.867,0.46,1.107,0.0,1.594,0.438,22.071,0.62,0.472
4000,"HAIFA",3,33,3227,37.472,3.078,30.724,0.0,5.507,1.397,2.158,0.0,0.227,0.0,19.087,0.0,0.35
4000,"HAIFA",4,41,7551,34.23,3.755,37.078,0.0,6.65,1.433,1.703,0.08,0.584,0.267,13.616,0.25,0.354
4000,"HAIFA",4,42,9205,38.99,1.83,43.724,0.0,7.855,0.922,1.551,0.186,0.686,0.0,3.527,0.249,0.481
4000,"HAIFA",5,51,6318,75.088,2.533,9.748,0.0,3.338,1.031,1.542,0.108,0.453,0.0,6.158,0.0,0.0
4000,"HAIFA",5,52,9244,62.44,2.869,18.889,0.0,4.834,0.68,0.617,0.442,0.944,0.082,7.993,0.21,0.0
4000,"HAIFA",5,53,4743,68.955,3.052,18.243,0.0,4.998,0.177,0.0,0.182,0.167,0.0,3.891,0.13,0.205
4000,"HAIFA",6,61,3270,39.922,2.595,34.104,0.0,5.416,2.806,2.604,0.0,0.561,0.0,11.991,0.0,0.0
4000,"HAIFA",6,62,4137,31.161,2.385,39.191,0.0,7.22,1.131,2.753,0.0,1.363,0.23,14.209,0.0,0.357
4000,"HAIFA",6,63,3135,22.318,3.065,45.353,0.0,4.831,0.429,3.856,0.0,0.743,0.0,19.405,0.0,0.0
4000,"HAIFA",6,64,2392,20.499,0.959,31.538,0.0,8.381,0.266,3.368,0.923,0.0,0.0,33.116,0.0,0.95
4000,"HAIFA",7,71,6564,41.299,2.114,44.173,0.0,5.447,0.38,1.267,0.477,0.047,0.128,4.39,0.0,0.279
4000,"HAIFA",7,72,4743,49.44,2.757,29.315,0.0,8.341,0.711,1.77,0.179,0.386,0.0,7.1,0.0,0.0
4000,"HAIFA",7,73,4420,41.64,3.172,37.573,0.0,6.961,0.716,1.699,0.878,0.27,0.267,6.365,0.0,0.459
4000,"HAIFA",8,81,3343,51.506,3.664,20.633,0.0,11.172,0.0,0.602,0.86,0.891,0.15,10.208,0.0,0.315
4000,"HAIFA",8,82,5448,60.477,3.38,22.334,0.0,8.126,0.124,0.258,0.198,0.849,0.481,3.623,0.0,0.149
4000,"HAIFA",9,91,3345,71.141,2.901,14.107,0.0,5.718,1.78,0.488,0.216,0.73,0.411,2.509,0.0,0.0
4000,"HAIFA",9,92,2571,74.554,2.641,8.841,0.0,4.566,1.295,0.728,0.0,0.618,0.608,6.147,0.0,0.0
4000,"HAIFA",9,93,6822,75.902,2.651,8.16,0.0,4.615,1.204,0.128,0.36,0.693,0.118,5.451,0.0,0.719
4000,"HAIFA",9,94,5241,84.614,1.41,4.267,0.0,2.57,0.112,0.127,0.106,0.592,0.314,2.588,0.0,3.301
5000,"TEL AVIV - YAFO",1,11,8136,78.397,3.122,6.808,0.0,1.194,0.633,0.6,1.185,3.526,0.199,3.661,0.0,0.675
5000,"TEL AVIV - YAFO",1,12,9392,73.241,1.935,10.433,0.0,1.007,0.279,0.391,0.802,2.935,1.112,7.696,0.0,0.169
5000,"TEL AVIV - YAFO",1,13,5945,61.269,3.091,14.112,0.0,1.8,1.299,0.928,1.096,2.583,1.48,12.198,0.0,0.145
5000,"TEL AVIV - YAFO",2,21,10582,77.373,2.124,9.19,0.0,1.021,0.476,0.077,0.846,3.379,0.984,4.447,0.0,0.084
5000,"TEL AVIV - YAFO",2,22,6717,68.825,2.389,13.641,0.0,0.886,0.304,0.294,0.548,3.563,0.219,9.177,0.0,0.153
5000,"TEL AVIV - YAFO",2,23,4026,76.787,1.791,6.001,0.0,1.068,0.168,0.0,0.376,4.295,0.876,8.64,0.0,0.0
5000,"TEL AVIV - YAFO",3,31,10230,42.4,1.724,21.036,0.0,2.78,0.538,1.788,1.336,8.141,6.288,13.73,0.0,0.238
5000,"TEL AVIV - YAFO",3,32,9755,36.297,2.446,26.264,0.0,2.505,0.76,2.4,1.675,8.376,5.809,13.18,0.0,0.289
5000,"TEL AVIV - YAFO",3,33,6924,33.637,1.849,23.275,0.0,2.241,0.252,4.087,2.151,6.668,4.499,19.029,0.0,2.313
5000,"TEL AVIV - YAFO",3,34,12158,33.048,1.865,22.747,0.0,2.46,1.151,1.158,1.575,8.396,5.678,21.086,0.0,0.836
5000,"TEL AVIV - YAFO",4,41,10245,62.48,2.124,11.683,0.0,1.604,0.618,3.477,1.17,6.023,3.235,7.166,0.0,0.421
5000,"TEL AVIV - YAFO",4,42,6377,61.01,1.551,13.214,0.0,1.251,1.634,0.749,2.072,4.819,1.635,11.951,0.0,0.113
5000,"TEL AVIV - YAFO",4,43,5837,47.508,0.315,14.841,0.0,1.04,1.314,0.782,1.511,5.869,4.17,17.999,0.0,4.651
5000,"TEL AVIV - YAFO",5,51,11193,34.016,1.672,19.864,0.0,1.307,0.413,1.854,1.528,8.716,6.433,24.114,0.0,0.082
5000,"TEL AVIV - YAFO",5,52,2970,27.176,2.002,19.767,0.0,0.744,0.569,4.574,1.776,8.732,8.771,25.318,0.0,0.571
5000,"TEL AVIV - YAFO",5,53,1839,44.391,6.358,7.86,0.0,0.514,0.0,0.0,0.612,9.272,4.236,26.757,0.0,0.0
5000,"TEL AVIV - YAFO",5,54,3256,30.714,4.097,17.61,0.0,1.388,0.0,1.318,1.987,8.741,7.148,24.889,0.0,2.108
5000,"TEL AVIV - YAFO",5,55,3402,36.09,2.235,15.473,0.0,1.96,0.685,3.521,1.674,7.102,6.571,22.913,0.0,1.776
5000,"TEL AVIV - YAFO",6,61,3106,41.019,2.887,16.434,0.0,0.749,1.308,2.157,1.72,6.909,5.157,20.522,0.0,1.138
5000,"TEL AVIV - YAFO",7,71,2261,39.405,1.488,19.633,0.0,3.078,0.0,0.732,0.99,9.325,5.232,18.999,0.0,1.118
5000,"TEL AVIV - YAFO",7,72,1893,41.082,6.667,23.182,0.0,0.473,0.584,0.0,0.486,4.041,5.009,18.475,0.0,0.0
5000,"TEL AVIV - YAFO",7,73,4930,33.352,4.546,41.483,0.0,3.266,0.59,0.0,0.533,4.777,1.519,9.754,0.178,0.0
5000,"TEL AVIV - YAFO",7,74,8916,28.995,6.854,49.193,0.0,2.27,0.0,0.0,0.101,3.1,2.81,6.677,0.0,0.0
5000,"TEL AVIV - YAFO",8,81,7188,21.451,0.862,35.812,0.0,1.485,0.707,1.293,0.799,7.746,9.11,20.736,0.0,0.0
5000,"TEL AVIV - YAFO",8,82,4461,22.3,4.321,46.351,0.0,1.749,0.0,3.377,0.726,3.423,5.52,11.214,0.0,1.02
5000,"TEL AVIV - YAFO",8,83,3036,33.931,3.45,42.263,0.0,1.956,0.303,1.0,0.0,6.379,2.977,7.023,0.72,0.0
5000,"TEL AVIV - YAFO",9,91,5966,49.278,3.036,17.061,0.0,1.794,0.58,0.131,1.232,7.536,1.85,17.501,0.0,0.0
5000,"TEL AVIV - YAFO",9,92,10095,40.037,2.419,33.57,0.0,2.637,0.537,0.291,0.392,7.471,1.668,10.45,0.0,0.529
5000,"TEL AVIV - YAFO",9,93,8167,29.272,4.478,45.31,0.0,3.102,1.702,0.611,0.0,5.899,1.68,7.946,0.0,0.0
5000,"TEL AVIV - YAFO",9,94,11326,45.27,2.067,36.473,0.0,3.503,0.315,0.473,0.155,5.356,0.526,5.663,0.067,0.134
6100,"BENE BERAQ",1,11,3493,24.317,3.083,47.113,0.0,6.62,0.0,0.243,0.0,1.777,0.907,15.862,0.0,0.078
6100,"BENE BERAQ",1,12,4920,25.679,1.908,44.925,0.0,3.789,0.222,1.077,0.0,2.638,1.379,18.124,0.0,0.259
6100,"BENE BERAQ",2,21,2834,10.267,5.424,36.625,0.0,6.624,0.0,0.29,0.656,0.544,0.778,38.29,0.277,0.224
6100,"BENE BERAQ",2,22,2906,17.474,1.515,36.91,0.0,9.605,0.0,1.34,0.753,1.659,0.483,30.261,0.0,0.0
6100,"BENE BERAQ",2,23,4578,25.423,2.718,36.279,0.0,7.461,0.44,1.084,0.801,1.796,0.751,22.861,0.0,0.387
6100,"BENE BERAQ",3,31,4560,30.849,2.749,30.281,0.0,5.726,0.303,0.11,0.213,1.77,0.46,26.979,0.0,0.558
6100,"BENE BERAQ",3,32,2542,10.741,1.922,35.872,0.0,7.234,0.0,0.922,0.0,0.0,0.286,42.131,0.338,0.553
6100,"BENE BERAQ",4,41,3267,12.334,2.728,35.172,0.0,8.335,0.0,0.724,0.241,0.888,0.447,38.974,0.0,0.156
6100,"BENE BERAQ",4,42,4325,15.109,2.038,41.221,0.0,5.977,0.0,0.308,0.485,1.177,0.37,32.74,0.0,0.574
6200,"BAT YAM",1,11,8419,34.454,3.353,43.616,0.0,4.98,0.0,0.133,0.248,1.608,0.692,10.169,0.089,0.657
6200,"BAT YAM",2,21,8516,43.449,4.142,35.864,0.0,4.583,0.0,0.0,0.202,2.704,0.503,8.209,0.0,0.344
6200,"BAT YAM",2,22,7739,35.633,3.293,44.715,0.0,5.094,0.0,0.303,0.368,2.579,0.509,7.221,0.108,0.177
6200,"BAT YAM",3,31,8864,38.714,2.479,41.475,0.0,4.235,0.21,0.086,0.437,2.649,0.195,8.608,0.255,0.656
6200,"BAT YAM",3,32,4034,34.086,2.655,45.597,0.0,6.49,0.176,0.0,0.418,3.208,0.762,6.609,0.0,0.0
6200,"BAT YAM",4,41,5219,37.135,3.115,44.08,0.0,5.281,0.219,0.0,0.307,2.592,1.294,5.537,0.141,0.299
6200,"BAT YAM",4,42,4826,30.718,3.182,52.174,0.0,2.708,0.157,0.0,0.466,2.139,0.745,7.342,0.0,0.369
6200,"BAT YAM",5,51,5393,40.765,5.44,39.63,0.0,3.883,0.0,0.0,0.0,2.089,0.12,7.769,0.15,0.154
6200,"BAT YAM",5,52,5524,43.629,5.62,36.378,0.0,5.288,0.269,0.0,0.163,1.804,0.271,6.462,0.0,0.114
6600,"HOLON",2,21,10712,52.44,1.584,32.03,0.0,4.879,0.062,0.183,0.536,1.792,0.248,5.548,0.0,0.698
6600,"HOLON",2,22,6272,53.315,3.101,27.062,0.0,5.28,0.0,0.108,0.123,3.194,0.978,6.146,0.527,0.168
6600,"HOLON",3,31,5180,51.66,3.709,26.825,0.0,2.616,0.0,0.131,0.155,4.678,1.231,8.627,0.205,0.164
6600,"HOLON",3,32,6596,49.129,4.593,26.063,0.0,3.206,0.258,0.3,1.033,3.171,0.323,11.012,0.117,0.793
6600,"HOLON",3,33,6267,52.184,1.424,30.118,0.0,3.862,0.113,0.122,0.065,2.948,0.629,8.397,0.0,0.139
6600,"HOLON",4,41,8389,69.074,2.898,14.356,0.0,3.777,0.0,0.0,0.237,2.851,0.169,5.469,0.0,1.167
6600,"HOLON",4,42,9220,59.377,3.986,20.665,0.0,4.851,0.179,0.063,0.17,3.754,0.406,6.128,0.0,0.42
6600,"HOLON",5,51,4573,33.838,1.44,43.17,0.0,9.482,0.0,0.186,0.579,3.04,1.522,6.743,0.0,0.0
6600,"HOLON",5,52,5232,61.261,2.305,19.833,0.0,4.002,0.177,0.168,0.0,4.24,0.624,7.064,0.15,0.176
6600,"HOLON",6,61,7606,46.364,3.57,33.017,0.0,5.116,0.0,0.11,0.411,1.863,0.985,8.455,0.0,0.11
6600,"HOLON",6,62,10768,44.846,3.577,36.903,0.0,3.616,0.0,0.169,0.258,3.057,0.595,6.979,0.0,0.0
7100,"ASHQELON",1,11,5837,64.299,6.088,11.663,0.0,13.255,0.568,0.145,0.0,0.274,0.229,2.496,0.149,0.835
7100,"ASHQELON",1,12,8330,61.536,5.562,10.794,0.0,12.838,0.613,0.231,0.126,0.192,0.0,7.328,0.0,0.78
7100,"ASHQELON",2,21,10082,46.318,4.055,15.767,0.0,21.096,1.719,0.24,0.232,0.264,0.27,9.457,0.088,0.495
7100,"ASHQELON",2,22,5597,38.355,6.824,17.929,0.0,27.974,1.099,0.4,0.0,0.108,0.304,7.007,0.0,0.0
7100,"ASHQELON",3,31,6736,22.896,4.401,28.51,0.0,31.535,0.34,0.0,0.0,0.0,0.0,12.009,0.0,0.308
7100,"ASHQELON",3,32,5525,34.47,3.973,25.213,0.0,25.868,0.38,1.067,0.685,0.364,0.0,7.695,0.0,0.285
7400,"NETANYA",1,11,11103,68.006,3.968,13.052,0.0,3.62,2.836,1.093,0.0,1.732,0.79,3.965,0.163,0.775
7400,"NETANYA",2,21,4203,37.953,2.34,26.461,0.0,10.271,0.315,5.886,0.238,0.526,2.116,13.625,0.0,0.27
7400,"NETANYA",2,22,2840,45.679,5.596,11.628,0.0,8.521,0.118,9.017,0.092,3.454,0.0,15.414,0.481,0.0
7400,"NETANYA",2,23,4847,36.406,2.828,13.345,0.0,11.163,1.673,14.872,0.0,1.026,0.33,17.145,0.228,0.982
7400,"NETANYA",2,24,4978,43.796,2.742,14.866,0.0,8.566,2.183,12.84,0.0,0.78,0.936,13.119,0.0,0.172
7400,"NETANYA",3,31,3268,22.304,3.241,16.834,0.0,10.742,0.702,15.363,0.765,0.239,2.081,27.399,0.0,0.33
7400,"NETANYA",3,32,4123,40.906,3.165,10.411,0.0,6.438,2.198,7.721,1.041,0.594,0.0,26.911,0.0,0.616
7400,"NETANYA",3,33,4400,33.65,2.196,22.623,0.0,10.569,1.488,7.134,0.172,0.265,0.587,20.364,0.138,0.814
7400,"NETANYA",3,34,4505,45.16,4.757,17.562,0.0,8.672,0.715,9.31,0.364,0.477,0.757,12.228,0.0,0.0
7400,"NETANYA",3,35,6952,46.859,3.373,21.956,0.0,7.868,1.273,7.092,0.315,0.891,0.516,8.031,0.145,1.68
7400,"NETANYA",4,41,2306,54.239,2.644,18.241,0.0,8.632,1.106,11.594,0.0,0.452,0.0,2.838,0.0,0.255
7400,"NETANYA",4,42,3167,25.943,2.724,35.67,0.0,17.498,0.0,12.209,0.0,0.0,0.0,5.506,0.45,0.0
7400,"NETANYA",4,43,2910,29.634,5.052,36.29,0.0,12.028,0.431,7.979,0.0,1.095,0.0,7.063,0.0,0.429
7400,"NETANYA",5,51,4008,33.891,2.38,32.598,0.0,13.458,0.846,10.597,0.0,0.452,0.726,4.593,0.0,0.459
7400,"NETANYA",5,52,5648,43.084,4.26,23.942,0.0,11.412,0.622,10.552,0.281,0.636,0.0,4.494,0.534,0.182
7400,"NETANYA",5,53,4577,75.544,2.057,5.199,0.0,3.083,3.56,5.554,0.143,1.241,0.191,3.427,0.0,0.0
7900,"PETAH TIQWA",1,11,10045,53.407,3.33,23.751,0.0,5.57,0.661,1.925,0.136,1.613,0.698,8.69,0.0,0.219
7900,"PETAH TIQWA",1,12,7328,78.019,3.714,8.308,0.0,2.22,0.372,0.079,0.1,2.88,0.436,3.675,0.0,0.198
7900,"PETAH TIQWA",1,13,4129,58.087,2.188,15.41,0.0,2.591,0.488,0.453,0.157,1.782,0.13,18.01,0.455,0.248
7900,"PETAH TIQWA",1,14,6528,42.145,1.967,35.544,0.0,5.387,0.22,1.062,0.104,1.731,0.931,10.307,0.0,0.602
7900,"PETAH TIQWA",2,21,6531,81.688,4.064,5.893,0.0,2.808,0.126,0.183,0.406,1.787,0.0,2.548,0.236,0.261
7900,"PETAH TIQWA",2,22,5841,68.542,3.841,17.037,0.0,2.477,0.136,0.0,0.347,2.416,0.536,4.667,0.0,0.0
7900,"PETAH TIQWA",2,23,9247,47.514,3.884,27.463,0.0,4.97,0.23,0.82,0.463,1.569,0.631,12.31,0.0,0.146
7900,"PETAH TIQWA",3,31,6992,27.371,1.905,41.172,0.0,7.156,0.104,4.193,0.227,0.804,0.942,15.549,0.0,0.577
7900,"PETAH TIQWA",3,32,6727,43.535,2.098,32.273,0.0,4.543,0.293,2.227,0.44,1.268,0.317,13.007,0.0,0.0
7900,"PETAH TIQWA",4,41,6169,43.974,4.179,31.475,0.0,6.6,0.0,0.094,0.815,2.51,0.676,9.569,0.0,0.109
7900,"PETAH TIQWA",4,42,6413,53.577,6.028,24.157,0.0,4.88,0.111,0.498,0.981,2.511,0.958,5.932,0.133,0.234
7900,"PETAH TIQWA",4,43,4748,51.236,3.255,28.478,0.0,4.829,0.0,1.107,0.369,1.23,0.587,8.481,0.087,0.34
7900,"PETAH TIQWA",5,51,4310,39.165,2.887,42.33,0.0,2.927,0.771,0.286,1.059,1.232,1.148,7.764,0.168,0.262
7900,"PETAH TIQWA",5,52,6582,50.961,4.366,27.796,0.0,5.083,0.732,1.43,0.148,1.396,0.371,6.504,0.288,0.924
8300,"RISHON LEZIYYON",1,11,10418,50.352,3.174,25.474,0.0,8.11,0.263,3.302,0.215,0.665,0.684,7.326,0.104,0.331
8300,"RISHON LEZIYYON",1,12,10716,46.74,2.509,27.652,0.0,8.508,0.441,2.155,0.139,1.177,0.228,9.82,0.164,0.466
8300,"RISHON LEZIYYON",2,21,10598,64.643,4.53,14.571,0.0,5.877,2.255,0.818,0.506,1.584,0.158,4.575,0.268,0.216
8300,"RISHON LEZIYYON",2,22,9131,55.418,3.155,21.908,0.0,6.078,0.83,0.995,0.689,0.655,0.071,9.481,0.527,0.194
8300,"RISHON LEZIYYON",3,31,9729,49.518,3.368,27.02,0.0,5.595,0.195,1.138,0.203,1.275,0.56,10.432,0.174,0.522
8300,"RISHON LEZIYYON",4,41,5160,62.486,2.575,17.227,0.0,4.425,0.351,0.331,0.1,0.993,0.33,11.184,0.0,0.0
8300,"RISHON LEZIYYON",4,42,11951,55.989,4.495,21.338,0.0,5.745,1.018,0.967,0.197,1.179,0.47,8.276,0.327,0.0
8300,"RISHON LEZIYYON",5,51,8973,56.13,2.941,24.496,0.0,4.181,0.086,0.339,0.614,1.736,0.525,8.75,0.116,0.086
8300,"RISHON LEZIYYON",5,52,6506,66.37,3.523,19.349,0.0,2.971,0.0,0.38,0.58,1.724,0.209,4.513,0.38,0.0
8300,"RISHON LEZIYYON",5,53,9257,70.494,4.256,15.265,0.0,4.076,0.315,0.0,0.387,2.183,0.527,2.39,0.05,0.058
8300,"RISHON LEZIYYON",6,61,10350,74.481,4.011,13.116,0.0,2.759,0.081,0.0,0.625,1.445,0.189,2.906,0.119,0.266
8300,"RISHON LEZIYYON",6,62,3300,67.663,3.551,17.934,0.0,2.585,0.308,1.663,0.0,3.69,0.0,2.052,0.267,0.287
8400,"REHOVOT",1,11,8079,47.664,3.022,11.267,0.0,8.299,2.875,3.371,0.539,0.695,1.638,20.63,0.0,0.0
8400,"REHOVOT",1,12,4616,54.898,5.012,14.71,0.0,5.88,1.994,1.806,0.421,0.762,1.37,13.146,0.0,0.0
8400,"REHOVOT",2,21,5143,59.969,5.221,15.693,0.0,6.657,2.207,0.483,0.122,0.335,1.009,7.777,0.0,0.526
8400,"REHOVOT",2,22,3016,49.794,3.506,26.17,0.0,11.815,0.209,0.856,0.0,0.0,0.655,5.392,0.346,1.257
8400,"REHOVOT",2,23,2692,50.283,4.456,22.877,0.0,8.426,0.858,2.157,0.0,0.605,0.0,10.339,0.0,0.0
8400,"REHOVOT",3,31,3470,57.75,3.131,21.247,0.0,9.192,0.846,2.288,0.222,1.246,1.197,2.719,0.0,0.161
8400,"REHOVOT",3,32,4144,49.059,4.699,23.369,0.0,9.596,0.963,1.426,0.4,1.127,0.506,8.356,0.275,0.223
8400,"REHOVOT",4,41,7404,48.521,2.779,15.204,0.0,7.194,1.858,1.368,0.184,0.858,0.983,20.436,0.0,0.614
8400,"REHOVOT",4,42,4812,58.337,3.597,17.464,0.0,5.126,2.287,0.449,0.285,1.723,1.74,8.315,0.271,0.408
8400,"REHOVOT",4,43,4170,48.721,2.822,24.498,0.0,9.707,0.604,0.239,0.534,1.009,0.962,9.519,0.387,0.999
8600,"RAMAT GAN",1,11,8783,50.143,1.828,26.352,0.0,2.42,0.324,0.89,0.834,4.579,1.687,10.453,0.145,0.346
8600,"RAMAT GAN",1,12,5071,48.147,2.941,21.602,0.0,1.386,1.133,1.556,0.482,6.939,1.484,14.173,0.0,0.157
8600,"RAMAT GAN",1,13,14784,44.878,2.342,29.165,0.0,1.98,1.138,1.012,0.578,5.307,0.93,12.442,0.055,0.174
8600,"RAMAT GAN",2,21,10323,53.663,3.126,25.301,0.0,2.342,0.087,0.0,0.609,6.53,0.759,7.394,0.0,0.19
